vehicle_id,driver_id,driver_name,manufacturer,monthly_revenue_generation,yearly_revenue,maintenance_cost,driver_revenue,battery_percentage,expected_distance_km,trip_speed_kmph,vehicle_status,date,time,violations
EV-546,546,Velu,Tesla,125351.2,1595191.73,8640.08,1425.4,89,361.33,0,Garage,12-06-2024,7.28,None
EV-414,414,Kalaivani,Tata,364220.09,3958756.22,21628.07,2595.19,49,294.37,51.86,Running,10-08-2025,8.5,Speeding
EV-251,251,Pavithra,Maruti,271894.7,2882503.88,33807.35,1064.29,6,31.17,0,Garage,22-06-2024,16.19,Harsh Braking
EV-759,759,Aravind,Mahindra,179376.68,2404321.07,35392.39,4807.72,36,205.36,0,Charging,25-03-2025,13.49,Route Deviation
EV-781,781,Saravanan,BMW,484935.89,6472999,15588.93,1843.95,12,56.8,0,Maintenance,29-06-2024,12.2,Overcharging
EV-141,141,Deepa,Tesla,282048.89,3759244.81,22071.27,3529.87,40,237.69,0,Garage,19-07-2024,16.14,None
EV-274,274,Abinaya,Tata,212480.23,2580062.81,19016.4,1655.91,94,525.42,10.15,Running,15-09-2024,8.12,Speeding
EV-416,416,Vasanthi,Maruti,247994.34,2675919.8,34839.13,1654.9,41,250.92,0,Charging,30-03-2025,10.5,Harsh Braking
EV-608,608,Pavithra,Mahindra,382062.81,4584971.89,42367.92,2942.6,19,99.49,23.72,Running,10-05-2024,22.32,Route Deviation
EV-739,739,Vetri,BMW,164955.28,1910211.1,40295.17,4268.88,38,176.54,92.39,Running,28-02-2025,6.51,Overcharging
EV-891,891,Sathish,Tesla,146181.87,1788902.92,22283.06,3147.4,25,93.89,65.52,Running,05-02-2024,18.38,None
EV-39,39,Vignesh,Tata,125753.54,1659828.66,31216.58,3967.3,91,497.03,68.71,Running,09-08-2025,19.01,Speeding
EV-814,814,Ganesh,Maruti,11904.43,141678.88,26767.24,4340.9,13,65.23,47.05,Running,09-10-2025,19.27,Harsh Braking
EV-29,29,Saranya,Mahindra,95262.06,1233799.2,15243.92,3883.65,44,211.09,56.48,Running,21-03-2025,9.08,Route Deviation
EV-958,958,Revathi,BMW,294031.44,3519837.99,26901.06,4174.52,30,148.13,66.65,Running,12-10-2025,19.15,Overcharging
EV-477,477,Meena,Tesla,484819.36,6474507.72,45429.76,1833.58,26,143.77,0,Maintenance,02-12-2025,9.54,None
EV-318,318,Sowmya,Tata,188328.3,2243975.17,29557.57,3530.92,17,107.16,82.36,Running,10-02-2025,9.5,Speeding
EV-245,245,Kalaivani,Maruti,130886.02,1653576.27,20909.43,3721.2,29,132.59,78.54,Running,24-06-2024,17.23,Harsh Braking
EV-748,748,Ramesh,Mahindra,32305.23,383535.26,26195.09,3048.49,75,416.53,53.75,Running,06-06-2025,15.16,Route Deviation
EV-697,697,Gopal,BMW,398346.2,4664180.19,47941.97,4243.31,95,507.78,71.22,Running,15-06-2024,12.51,Overcharging
EV-272,272,Janani,Tesla,88986.12,0,21048.33,3403.57,19,80.03,57.08,Running,17-01-2025,13.25,None
EV-440,440,Dhanalakshmi,Tata,177083.82,2255208.8,23753.59,1814.58,80,350.24,0,Charging,16-02-2024,13.56,Speeding
EV-748,748,Vidya,Maruti,284626.75,3174084.29,35660.35,5087.49,49,175.4,64.45,Running,09-03-2024,11.24,Harsh Braking
EV-239,239,Abinaya,Mahindra,197845.9,2320326.38,44606.97,4007.27,25,136.85,77.8,Running,13-02-2025,13.5,Route Deviation
EV-377,377,Senthil,BMW,0,3037320.48,12951.74,1683.95,93,385.84,0,Charging,01-03-2025,9.08,Overcharging
EV-266,266,Senthil,Tesla,252939.01,2669843.73,22179.21,2805.49,44,171.3,71.79,Running,22-02-2024,8.54,None
EV-926,926,Prakash,Tata,35410.48,387205.45,25561.87,5065.54,51,291.28,46.12,Running,14-08-2024,18.4,Speeding
EV-921,921,Naveen,Maruti,38096.87,487208.05,12059.38,1113.16,90,373.48,0,Charging,17-05-2024,20.11,Harsh Braking
EV-359,359,Kavya,Mahindra,344994.21,3700453.48,36002.16,2756.01,65,344.21,68.15,Running,19-02-2025,16.49,Route Deviation
EV-340,340,Vani,BMW,298336.23,3974377.19,29631.61,4225.25,18,96.62,94.68,Running,28-10-2025,19.26,Overcharging
EV-389,389,Jayanthi,Tesla,399733.34,4429309.02,41316,1621.54,76,369.04,25.21,Running,16-06-2025,9.21,None
EV-577,577,Kanmani,Tata,25548.67,336201.17,16732.09,3571.83,92,366.03,55.06,Running,15-08-2025,7.44,Speeding
EV-990,990,Selvam,Maruti,216993.32,2897153.81,22268.16,3579.95,71,438.98,35.04,Running,08-02-2025,9.18,Harsh Braking
EV-689,689,Janani,Mahindra,40429.33,476347.04,17275.01,2171.39,80,303.4,0,Charging,27-11-2025,8.03,Route Deviation
EV-3,3,Dhanalakshmi,BMW,194268.75,2344469,26727.57,2070.96,51,216.96,57.72,Running,15-08-2024,9.06,Overcharging
EV-429,429,Naveen,Tesla,337093.79,3863795.49,39885.18,5287.18,90,535.45,70.11,Running,07-04-2025,7.25,None
EV-142,142,Priya,Tata,237703.98,3137374.35,33070.54,3053.37,20,111.85,42.7,Running,14-04-2024,16.4,Speeding
EV-376,376,Lakshmi,Maruti,171389.47,2061786.33,11688.14,2575.99,75,433.44,0,Garage,26-04-2025,19.21,Harsh Braking
EV-670,670,Anand,Mahindra,410957.24,5525182.97,20280.58,2702.02,22,109.69,0,Charging,25-06-2024,16.38,Route Deviation
EV-324,324,Saranya,BMW,204887.16,2746888.11,8921.28,2112.02,49,273.03,0,Garage,27-07-2025,14.38,Overcharging
EV-146,146,Boopathi,Tesla,42108.8,562425.72,16609.82,4164.82,27,143.18,36.46,Running,15-06-2025,8.22,None
EV-958,958,Chitra,Tata,182040.27,2105983.73,31297.53,1388.91,30,164.04,0,Charging,24-08-2024,12.14,Speeding
EV-293,293,Meena,Maruti,48812.78,524594.83,31846.7,3925.38,70,308.01,0,Garage,20-10-2024,11.59,Harsh Braking
EV-665,665,Abinaya,Mahindra,247687.77,3097908.98,34127.36,3369.42,6,39.14,86.24,Running,11-11-2025,8.03,Route Deviation
EV-432,432,Dhanalakshmi,BMW,251960.78,3305768.25,22542.5,1632.73,26,115.16,0,Maintenance,02-09-2025,8,Overcharging
EV-705,705,Latha,Tesla,173782.43,2009563.38,17693.29,1799.43,42,184.16,0,Garage,01-12-2024,12.44,None
EV-949,949,Bhuvana,Tata,353123.69,4727679.22,26778.26,1655.32,46,240.94,0,Maintenance,14-02-2025,15.59,Speeding
EV-975,975,Thenmozhi,Maruti,104183.58,1378582.76,13053.22,1400.3,32,143.78,0,Garage,04-10-2025,7.43,Harsh Braking
EV-585,585,Boopathi,Mahindra,237863.93,2946873.68,30181.31,1539.76,67,403.62,0,Charging,10-04-2025,10.27,Route Deviation
EV-399,399,Vani,BMW,157832.89,1712505.91,27453.76,2421.81,21,95.37,0,Garage,29-02-2024,13.1,Overcharging
EV-817,817,Vijay,Tesla,13518.46,178143.46,15535.86,3404.12,86,359.66,63.46,Running,07-07-2025,14.54,None
EV-889,889,Revathi,Tata,175399.16,1906313.03,13552.25,3306.94,63,252.2,0,Charging,25-02-2025,9.11,Speeding
EV-344,344,Kavya,Maruti,258540.46,3120318.76,35832.11,4037.6,6,29.85,75.99,Running,27-02-2025,15.07,Harsh Braking
EV-964,964,Manikandan,Mahindra,185897.64,1962651.8,33688.4,2749.14,83,346.63,0,Charging,20-07-2024,9.11,Route Deviation
EV-140,140,Malathi,BMW,30452.99,333878.64,23279.75,1169.45,83,321.63,0,Charging,27-10-2024,2.09,Overcharging
EV-187,187,Bharathi,Tesla,206473.93,2517164.14,22073.56,1707.02,54,315.34,0,Charging,01-10-2025,17.18,None
EV-805,805,Yogesh,Tata,227466.32,2389427.14,22554.01,3618.19,19,105.33,0,Charging,06-10-2024,11.11,Speeding
EV-61,61,Arun,Maruti,253262.57,2774275.33,39557.19,3779.8,22,137.54,72.58,Running,19-02-2024,22.48,Harsh Braking
EV-997,997,Indhu,Mahindra,167057.2,1864705.03,34580.72,2990.07,81,293.48,37.42,Running,25-10-2024,7.51,Route Deviation
EV-939,939,Vani,BMW,228357.11,2427038.03,13945.01,3304.83,42,156.84,75.51,Running,17-03-2024,11.28,Overcharging
EV-380,380,Shankar,Tesla,44185.74,540790.18,32040.11,3280.21,12,42.45,44.16,Running,02-09-2025,14.27,None
EV-710,710,Bharathi,Tata,159255.14,2037152.33,33830.85,2506.17,84,393.61,41.06,Running,09-10-2024,13.56,Speeding
EV-807,807,Vaishnavi,Maruti,234732.42,2491126.14,24416.28,5259.85,24,134.54,75.5,Running,29-06-2024,9.3,Harsh Braking
EV-440,440,Prabhu,Mahindra,111108.79,1305392.1,23043.77,2904.87,64,257.41,26.45,Running,30-01-2025,20.44,Route Deviation
EV-319,319,Murugan,BMW,194646.97,2360714.81,10883.93,2697.29,30,111.03,32.85,Running,21-08-2025,13.42,Overcharging
EV-302,302,Bharathi,Tesla,482267.94,5819526.64,15613.51,3348.69,39,202.9,45.51,Running,16-02-2024,18.3,None
EV-344,344,Suganya,Tata,145440.12,1738699.34,32418.05,3303.04,85,348.94,0,Charging,04-05-2024,17.19,Speeding
EV-11,11,Mohan,Maruti,173509.38,1871588.88,14562.85,2463.54,30,115.98,21.55,Running,18-05-2024,11.25,Harsh Braking
EV-62,62,Kavitha,Mahindra,315568.6,3549034.38,44446.05,4775.79,22,113.82,56.38,Running,02-02-2024,16.08,Route Deviation
EV-845,845,Nithya,BMW,289785.89,3849295.5,40111.2,2337.98,48,210.51,0,Charging,29-07-2024,7.48,Overcharging
EV-226,226,Ramesh,Tesla,479502.07,5298296.11,26104.35,4806.15,11,71.8,44.46,Running,22-12-2025,21.2,None
EV-153,153,Chandran,Tata,99452.17,1278200.83,25394.7,2815.16,39,211.41,60.32,Running,15-04-2025,15.39,Speeding
EV-711,711,Prakash,Maruti,295816.44,3236532.17,27946.02,3759.52,16,70.38,92.73,Running,04-03-2025,7.04,Harsh Braking
EV-564,564,Vaishnavi,Mahindra,315474.2,4014193.32,45819.92,4679.98,48,291.33,0,Maintenance,16-07-2024,18.24,Route Deviation
EV-772,772,Manikandan,BMW,314057.67,3937181.75,44667.32,3964.58,45,206.53,30.78,Running,19-05-2025,18.01,Overcharging
EV-571,571,Velu,Tesla,54960.37,740679.84,21605.51,2883.29,58,260.84,0,Charging,08-01-2025,11.06,None
EV-584,584,Vijay,Tata,243963.77,2674137.49,15366.62,1738.96,5,20.91,26.96,Running,30-05-2025,7.05,Speeding
EV-660,660,Uma,Maruti,165032.53,1869478.78,39491.91,5472.04,29,130.52,45.94,Running,21-08-2025,11.11,Harsh Braking
EV-861,861,Lakshmi,Mahindra,32625.24,425042.44,35311.57,3775.28,84,325.72,38.15,Running,22-04-2024,15.17,Route Deviation
EV-575,575,Malathi,BMW,33482.29,407518.76,22991.28,4916.99,19,73.46,54.89,Running,24-07-2024,19.45,Overcharging
EV-310,310,Selvam,Tesla,178900.55,2055324.97,31157.37,2095.98,79,353.66,0,Charging,27-04-2025,9.06,None
EV-885,885,Shanthi,Tata,210078.05,2300663.48,11961.79,3191.94,7,31.15,87.45,Running,20-06-2025,11.05,Speeding
EV-243,243,Kannan,Maruti,200740.3,2443523.91,49961.46,4980.79,49,270.66,0,Charging,27-12-2024,21.23,Harsh Braking
EV-493,493,Shanthi,Mahindra,462234.81,5522717.15,35949.74,4340.64,49,261.56,90.86,Running,14-04-2024,18.58,Route Deviation
EV-366,366,Abinaya,BMW,142864.85,1605695.6,23179.12,2404.75,55,294.25,44.76,Running,07-08-2025,13.54,Overcharging
EV-330,330,Vani,Tesla,326014.44,4038113.46,38259.66,2729.86,46,261.03,36.28,Running,08-06-2025,11.32,None
EV-107,107,Rajesh,Tata,265737.26,3334441.21,19043.67,1850.64,43,247.72,0,Garage,18-01-2025,16.52,Speeding
EV-226,226,Naveen,Maruti,208125.11,2531381.17,16370.6,4229.62,24,102.49,36.72,Running,27-10-2024,18.16,Harsh Braking
EV-825,825,Jayanthi,Mahindra,47094.54,0,11847.63,4113,91,515.5,62.06,Running,06-09-2025,7.34,Route Deviation
EV-218,218,Kannan,BMW,27036.03,304606.91,10352.91,3440.7,83,319.81,54.25,Running,22-11-2025,20.51,Overcharging
EV-937,937,Sowmya,Tesla,400510.37,5292229.2,20615.58,2464.78,22,100.5,56.57,Running,15-05-2024,8.33,None
EV-753,753,Priya,Tata,359164.2,3828317.66,35888.87,2567.4,43,239.37,44.26,Running,06-03-2025,17.4,Speeding
EV-506,506,Suganya,Maruti,275324.63,3031647.32,20357.69,2547.35,33,109.04,58.34,Running,20-10-2024,7.24,Harsh Braking
EV-259,259,Kavitha,Mahindra,14567.63,162684.26,14483.16,3643.06,24,110.12,0,Maintenance,13-12-2024,7.03,Route Deviation
EV-888,888,Nithya,BMW,274075.67,3661669.27,47177.51,7397.5,46,225.16,94.04,Running,20-08-2025,8,Overcharging
EV-774,774,Lakshmi,Tesla,226029.3,2567740.81,32008.5,1732.96,83,426.99,0,Maintenance,25-03-2024,3.48,None
EV-517,517,Raja,Tata,197799.1,2629843.88,34177.15,2779.03,100,590.21,81.02,Running,11-07-2024,20.57,Speeding
EV-773,773,Kanmani,Maruti,254771.25,3039564.1,23129.27,5196.85,16,62.23,102.5,Running,19-12-2024,7.34,Harsh Braking
EV-54,54,Latha,Mahindra,134686.39,1704305.31,18043.63,2607.59,60,249.94,0,Garage,06-09-2024,18,Route Deviation
EV-47,47,Meena,BMW,201427.1,2282882.8,25552.83,4953.17,16,99.05,57.15,Running,29-10-2024,17.06,Overcharging
EV-727,727,Nandhini,Tesla,412113.8,5196642.78,31041.72,3071.69,93,439.4,31.4,Running,28-02-2024,16.3,None
EV-689,689,Anitha,Tata,144773.07,1898129.65,8319.05,2052.78,57,367.8,12.87,Running,27-07-2024,20.37,Speeding
EV-521,521,Shankar,Maruti,60197.8,736320.73,11605.32,1758.75,12,39.23,0,Maintenance,08-09-2025,22.33,Harsh Braking
EV-99,99,Suganya,Mahindra,76391.25,1011305.24,18309.31,4554.73,62,355.19,67.17,Running,23-06-2024,5.25,Route Deviation
EV-20,20,Velu,BMW,371853.01,4338278.84,24683.87,2823.49,28,138.64,0,Charging,07-04-2025,19.3,Overcharging
EV-890,890,Chandran,Tesla,215970.83,2669537.39,22869.22,4373.83,65,237.3,26.31,Running,04-01-2024,0.45,None
EV-753,753,Vetri,Tata,204749.64,2320906.36,33910.1,6106.54,5,21.43,90.01,Running,08-08-2025,16.31,Speeding
EV-573,573,Sowmya,Maruti,128207.79,1403281.48,17717.47,4003.27,93,409.36,55.27,Running,23-09-2024,11.35,Harsh Braking
EV-891,891,Boopathi,Mahindra,154015.32,1692114.29,33674.39,1563.66,82,450.59,0,Garage,23-09-2025,4.08,Route Deviation
EV-490,490,Suriya,BMW,391527.08,4632590.02,41788.62,4618.62,74,435.59,0,Charging,04-11-2025,13.12,Overcharging
EV-419,419,Boopathi,Tesla,290097.44,3861742.14,18177.65,2670.4,49,222.05,49.51,Running,05-07-2025,11.55,None
EV-690,690,Aravind,Tata,463628.71,5281451.28,16764.52,3553.05,13,65.12,54.45,Running,11-06-2025,9.05,Speeding
EV-850,850,Kannan,Maruti,173280.39,1868098.41,11209.79,4420.82,5,20,59.97,Running,17-01-2024,8.11,Harsh Braking
EV-62,62,Bhuvana,Mahindra,155319.61,1838918.66,23218.66,3261.89,77,451.01,73.57,Running,16-11-2024,17.36,Route Deviation
EV-145,145,Lakshmi,BMW,269508.89,2944879.2,18235.39,3821.12,28,125.2,53.48,Running,19-04-2025,8.38,Overcharging
EV-216,216,Suganya,Tesla,129418.74,1440489.24,16914.66,1583.59,64,262.89,0,Charging,29-09-2024,10.56,None
EV-3,3,Divya,Tata,180227.39,2385281.36,22649.62,2985.3,86,358.4,58.42,Running,06-07-2025,17.22,Speeding
EV-160,160,Sowmya,Maruti,130120.78,1617155,24857.67,2105.06,52,223.04,0,Maintenance,05-11-2025,14.28,Harsh Braking
EV-739,739,Vetri,Mahindra,305211.03,0,21630.97,2956.23,43,201.59,65.68,Running,04-06-2025,19.59,Route Deviation
EV-998,998,Aravind,BMW,266974.2,2983159.56,16092.93,2260.73,22,150.22,59.07,Running,11-04-2025,18.5,Overcharging
EV-781,781,Sathish,Tesla,219435.17,0,30772.36,2174.4,96,386.87,0,Garage,15-05-2025,6.57,None
EV-120,120,Vaishnavi,Tata,0,1927582.49,30834.86,2075.47,56,212.27,24.55,Running,18-03-2025,15,Speeding
EV-893,893,Nandhini,Maruti,225657.42,2732061.93,38702.89,2735.62,6,43.62,45.11,Running,13-05-2024,8.59,Harsh Braking
EV-89,89,Nithya,Mahindra,61322.89,667817.7,23597.52,2472.3,40,149.32,0,Charging,13-07-2025,7.51,Route Deviation
EV-329,329,Saranya,BMW,202577.39,2407699.24,18246.01,3407.1,52,235.94,77.06,Running,07-03-2025,12.17,Overcharging
EV-580,580,Divya,Tesla,281783.8,3478363.04,15547.09,5214.98,92,331.41,89.69,Running,27-05-2025,17.28,None
EV-910,910,Ramesh,Tata,289570.61,3637764.25,42553.5,3975.3,39,234.18,87.2,Running,18-03-2024,19.08,Speeding
EV-357,357,Sivakumar,Maruti,207789.55,2238640.31,13105.27,2806.91,74,395.34,66.34,Running,02-10-2024,18.45,Harsh Braking
EV-610,610,Senthil,Mahindra,0,5047119.69,38396.15,2336.85,85,409.76,46.75,Running,02-11-2025,22.26,Route Deviation
EV-267,267,Aravind,BMW,257964.83,3309317.89,32980.04,5575.21,98,426.05,82.61,Running,10-02-2024,7.5,Overcharging
EV-617,617,Dinesh,Tesla,444491.56,5157363.04,39780.4,4198.92,76,363.14,48.33,Running,14-07-2025,10.16,None
EV-952,952,Divya,Tata,217255.26,2717460.67,10288.17,2865.04,46,202.32,45.58,Running,29-12-2024,8.54,Speeding
EV-323,323,Uma,Maruti,85137.47,919148.77,22310.85,894.05,78,309.21,0,Garage,13-06-2024,11.1,Harsh Braking
EV-635,635,Muthu,Mahindra,59765.36,805757.48,26355.69,3726.81,84,330.2,64,Running,10-08-2025,15.4,Route Deviation
EV-988,988,Suganya,BMW,12084.17,129499.72,8370.24,1058.02,42,264.84,6.66,Running,02-02-2025,20.51,Overcharging
EV-541,541,Ilango,Tesla,291172.45,3234613.35,20278.79,4693.18,30,114.1,55.74,Running,09-07-2025,1.27,None
EV-649,649,Gopal,Tata,135731.49,1734164.84,31114.39,3175.65,35,146.73,0,Charging,12-04-2025,19.04,Speeding
EV-195,195,Latha,Maruti,272326.22,3643644.35,31882.79,3699.85,56,338.89,56.24,Running,03-10-2024,19.09,Harsh Braking
EV-921,921,Balaji,Mahindra,45503.18,512565.94,22867.11,4530.69,64,239.84,52.2,Running,25-05-2024,14.46,Route Deviation
EV-738,738,Sowmya,BMW,53364.05,576093.31,19236.87,3778.41,12,46.41,51.96,Running,09-05-2025,9.07,Overcharging
EV-332,332,Balaji,Tesla,397985.79,4347579.62,36867.53,2223.88,65,374.4,0,Garage,28-07-2025,9.58,None
EV-170,170,Naveen,Tata,409336.62,5137054.19,35866.3,4129.11,39,187.67,84.97,Running,30-12-2024,18.1,Speeding
EV-521,521,Kumar,Maruti,291385.72,3505478.18,27605.42,3510.77,38,166.69,22.51,Running,19-01-2025,12.03,Harsh Braking
EV-463,463,Chitra,Mahindra,157080.76,2065543.35,25985.85,3667.47,14,64.62,63.73,Running,02-11-2025,16.13,Route Deviation
EV-40,40,Mani,BMW,102354.03,1105681.43,21045.71,2892.85,44,182.07,67.81,Running,05-11-2024,22.33,Overcharging
EV-537,537,Chandran,Tesla,60883.91,730867.29,24273.25,1096.04,56,227.97,0,Maintenance,27-09-2025,16.16,None
EV-261,261,Murugan,Tata,433298.31,5345865.76,19873.58,1553.95,16,64.34,0,Garage,27-10-2024,10.14,Speeding
EV-395,395,Kavitha,Maruti,189519.83,2480397.87,30297.85,3005.23,31,122.62,87.77,Running,30-12-2024,19.47,Harsh Braking
EV-955,955,Suriya,Mahindra,284124.43,3455293.11,19857.89,1367.47,23,98.09,0,Charging,07-09-2024,19.48,Route Deviation
EV-226,226,Prabhu,BMW,236931.02,2617519.94,22099.95,3861.15,61,342.31,61.67,Running,15-12-2024,17.56,Overcharging
EV-984,984,Murugan,Tesla,50546.88,665522.61,22804.55,2020.77,94,534.63,0,Charging,10-03-2025,21.3,None
EV-124,124,Ganesh,Tata,284393.19,3724780.54,27035.08,2589.35,58,359.06,65.36,Running,29-12-2024,18.21,Speeding
EV-975,975,Shanthi,Maruti,343398.48,4505272.38,16204.6,2227.28,19,77.7,54.75,Running,22-08-2025,8.14,Harsh Braking
EV-38,38,Kavya,Mahindra,269596.85,3305460.15,20561.17,2466.19,99,558.03,0,Garage,27-06-2025,19.27,Route Deviation
EV-328,328,Vani,BMW,259156.26,3470094.32,25500.19,1956.18,41,173.74,0,Garage,04-01-2024,9.22,Overcharging
EV-251,251,Ganesh,Tesla,235453.36,2864708.01,11311.73,1765.7,65,291.14,0,Maintenance,15-02-2025,21.44,None
EV-901,901,Naveen,Tata,208283.49,2279873.21,30634.7,1487.39,22,122.32,0,Charging,05-08-2025,14.37,Speeding
EV-176,176,Karthik,Maruti,104893.25,1227085.82,9935.01,2726.87,97,597.43,61.32,Running,02-05-2024,17.46,Harsh Braking
EV-602,602,Pavithra,Mahindra,0,2768952.61,40937.26,5093.98,48,274.85,55.26,Running,04-08-2024,18.24,Route Deviation
EV-914,914,Anand,BMW,261215.44,3509470.09,16826.55,3955.94,95,363.03,31.09,Running,05-02-2025,21.55,Overcharging
EV-454,454,Shanthi,Tesla,450452.44,5852614.66,6485.83,2362.27,88,524.77,60.96,Running,26-12-2024,1.48,None
EV-37,37,Vani,Tata,190058.41,2202721,32943.74,4195.5,25,123.64,59.92,Running,29-09-2024,8.34,Speeding
EV-316,316,Suganya,Maruti,272454.86,2868778.36,28749.47,2971.71,33,148.27,43.4,Running,08-06-2024,8.03,Harsh Braking
EV-688,688,Gopal,Mahindra,258215.96,2849308.15,23015.07,2951.44,19,71.88,60.15,Running,07-09-2025,7.29,Route Deviation
EV-973,973,Aravind,BMW,431981.15,4583726.77,19824.57,3951.07,90,493.32,80.82,Running,25-12-2024,20.35,Overcharging
EV-796,796,Priya,Tesla,67014.37,868872.95,27459.55,1970.42,91,344.99,48.95,Running,08-02-2024,11.22,None
EV-965,965,Aravind,Tata,252916,2888186.82,24191.95,4874.86,72,327.61,89.61,Running,24-12-2025,9.52,Speeding
EV-973,973,Rajesh,Maruti,418350.06,5265040.25,43358.85,2838.23,92,539.64,84.82,Running,13-04-2024,2.4,Harsh Braking
EV-593,593,Bala,Mahindra,319010.9,3740635.74,47143.36,1563.22,68,336.68,0,Maintenance,29-11-2025,12.1,Route Deviation
EV-114,114,Vaishnavi,BMW,37713.95,426864.6,29197.06,2699.51,18,73.62,39.98,Running,21-07-2024,15.23,Overcharging
EV-40,40,Prabhu,Tesla,139048.35,1678828.95,24346.53,5178.31,41,171.87,44,Running,26-09-2024,16.16,None
EV-301,301,Latha,Tata,180687.27,2162404.97,23049.32,2660.28,58,279.42,51.46,Running,23-02-2025,12.32,Speeding
EV-224,224,Prakash,Maruti,211148.57,2738421.53,31188.19,3307.94,63,258.08,0,Charging,09-07-2025,19.11,Harsh Braking
EV-318,318,Raja,Mahindra,354762.75,4465992.73,17755.78,2138.8,63,327.53,29.54,Running,31-05-2024,16.19,Route Deviation
EV-349,349,Malathi,BMW,321201.99,3671749.54,31728.95,2792.02,89,485.73,0,Maintenance,31-08-2024,3.08,Overcharging
EV-115,115,Raja,Tesla,267871.43,3460455.05,7414.98,2028.29,59,248.87,36.41,Running,29-07-2024,12.07,None
EV-698,698,Prakash,Tata,274265.54,3371896.83,16403.52,2746.91,47,289.93,11.14,Running,25-12-2024,17.42,Speeding
EV-323,323,Saranya,Maruti,472285.22,5440127.47,16524.17,2680.36,56,315.24,67.81,Running,06-10-2025,22.35,Harsh Braking
EV-568,568,Ramya,Mahindra,293919.48,3800812.63,23349.33,2671.79,43,168.52,0,Charging,08-03-2025,4.44,Route Deviation
EV-40,40,Sridhar,BMW,285088.88,3310005.14,36467.15,3338.61,81,487.99,69.8,Running,02-08-2024,8.48,Overcharging
EV-866,866,Sivakumar,Tesla,191655.99,2042775.68,27005.61,3383.55,23,138.7,23.81,Running,14-01-2024,6.14,None
EV-40,40,Prakash,Tata,165563.83,2174950.65,24861.02,3576.15,60,253.23,24.62,Running,03-11-2024,10.32,Speeding
EV-859,859,Suresh,Maruti,121701.81,1440216.68,14652.03,2365.18,94,371.89,53.61,Running,14-10-2025,19.2,Harsh Braking
EV-973,973,Boopathi,Mahindra,180018.54,2064400.54,24894.45,1412.32,40,158.76,0,Maintenance,26-05-2024,13.56,Route Deviation
EV-749,749,Thenmozhi,BMW,223619.87,2960879.93,15749.24,3332.22,56,203.16,56.68,Running,11-07-2025,20.16,Overcharging
EV-289,289,Janani,Tesla,215487.91,2425432.93,22408.46,4452.76,48,178.1,80.16,Running,01-07-2024,8.23,None
EV-262,262,Kumar,Tata,283580.95,3802961.94,40850.75,1913.53,50,282.29,41.36,Running,01-03-2024,19.51,Speeding
EV-216,216,Kavya,Maruti,488510.69,5171191.91,15802.59,1640.2,44,239.45,41.67,Running,29-05-2025,7.48,Harsh Braking
EV-147,147,Aravind,Mahindra,376750.11,4712815.84,25727.84,5076.16,84,403.56,57.26,Running,24-09-2024,15.17,Route Deviation
EV-336,336,Kanmani,BMW,59253.42,632770.07,17177.71,2346.68,57,225.37,78.76,Running,26-07-2025,10.03,Overcharging
EV-168,168,Nandhini,Tesla,54041.62,582171.21,35348.17,5037.69,61,228.95,85.25,Running,19-03-2025,18.02,None
EV-92,92,Kavitha,Tata,486275.65,6507486.18,44135.18,3440.06,23,117.52,0,Garage,25-06-2024,9.43,Speeding
EV-353,353,Ramya,Maruti,270122.95,3582112.06,36060.86,3546.12,82,303.78,35.98,Running,31-10-2024,18.27,Harsh Braking
EV-571,571,Naveen,Mahindra,197856.7,0,27081.19,2087.97,48,285.07,0,Charging,02-04-2025,10.16,Route Deviation
EV-571,571,Abinaya,BMW,274431.02,3440509.92,28879.11,678.09,98,431.93,0,Garage,12-04-2025,7.19,Overcharging
EV-816,816,Selvi,Tesla,98918.15,1177148.04,18507.02,3389.98,99,409.54,77.23,Running,08-05-2025,19.41,None
EV-681,681,Balaji,Tata,377372.21,4730106.96,15446.53,3036.38,24,149.95,37.35,Running,06-04-2025,7.23,Speeding
EV-781,781,Velu,Maruti,57540.12,700372.86,33298.83,3233.51,48,182.14,0,Charging,12-08-2024,15.18,Harsh Braking
EV-363,363,Manikandan,Mahindra,126810.64,1655713.67,34784.43,3520.27,47,215.27,0,Charging,12-12-2025,13.41,Route Deviation
EV-557,557,Kavya,BMW,390136.37,4966612.53,23504.12,2591.02,11,38.95,18.99,Running,19-01-2025,17.29,Overcharging
EV-345,345,Anand,Tesla,118626.31,1487925.88,6591.37,2729.76,46,278.83,59.4,Running,03-09-2024,16.21,None
EV-693,693,Kanmani,Tata,260897.44,2890673.1,17969.18,4736.65,66,403.02,80.16,Running,01-03-2025,16.47,Speeding
EV-170,170,Muthu,Maruti,457086.19,5702988.95,20534.98,3098.91,6,38.05,50.51,Running,06-02-2025,11.09,Harsh Braking
EV-356,356,Sridhar,Mahindra,153879.29,1840303.64,21579.21,2868.54,90,329.72,0,Charging,04-12-2024,16.55,Route Deviation
EV-191,191,Suresh,BMW,464820.55,5965495.26,39526.31,3629.32,81,460.11,77.03,Running,26-02-2025,11.12,Overcharging
EV-667,667,Meena,Tesla,362145.79,4296496.75,44032.06,2674.16,50,269.62,0,Garage,09-05-2024,12.54,None
EV-422,422,Sivakumar,Tata,429949.24,5156561.08,31474.18,1906.72,42,211.68,39.27,Running,03-06-2024,7.56,Speeding
